"gene1"	"gene2"	"cor.list"	"p.list"	"adjp.list"	"lower"	"higher"
"388"	"EXG1"	"MLF3"	0.543537512055952	0.000827222877174627	0.0332946315309528	0.286862635448101	0.797347890867688
"397"	"EXG1"	"ERO1"	0.543537512055952	0.000827222877174627	0.0332946315309528	0.303046942955761	0.781163583360029
"558"	"MCM1"	"SER33"	0.543537512055952	0.000827222877174627	0.0332946315309528	0.333606821030960	0.75060370528483
"862"	"YGL184C"	"YJL107C"	0.543537512055952	0.000827222877174627	0.0332946315309528	0.328109568421948	0.756100957893842
"865"	"YGL184C"	"YGL179C"	0.543537512055952	0.000827222877174627	0.0332946315309528	0.317518372717149	0.76669215359864
"957"	"BAG7"	"YOR306C"	0.543537512055952	0.000827222877174627	0.0332946315309528	0.361459197454989	0.7227513288608
"1088"	"MLF3"	"SER33"	0.543537512055952	0.000827222877174627	0.0332946315309528	0.343755546359608	0.740454979956182
"1152"	"YJL107C"	"KTR2"	0.543537512055952	0.000827222877174627	0.0332946315309528	0.308506758082965	0.775703768232824
"1005"	"YPS3"	"SLT2"	0.539690093976529	0.000923650265858056	0.0342733810633141	0.311089241234799	0.762594969291517
"68"	"GAL10"	"MET16"	0.536842105263158	0.000935238849756326	0.0342733810633141	0.345084571508744	0.728599639017571
"72"	"GAL10"	"YJL060W"	0.536842105263158	0.000935238849756326	0.0342733810633141	0.364954878062799	0.708729332463517
"95"	"GAL10"	"SER3"	0.536842105263158	0.000935238849756326	0.0342733810633141	0.401969959205187	0.671714251321129
"104"	"GAL1"	"FKS1"	0.536842105263158	0.000935238849756326	0.0342733810633141	0.334604764579066	0.73907944594725
"173"	"GCY1"	"MLF3"	0.536842105263158	0.000935238849756326	0.0342733810633141	0.307123170831876	0.76656103969444
"233"	"YOR121C"	"SER3"	0.536842105263158	0.000935238849756326	0.0342733810633141	0.321024349939028	0.752659860587288
"424"	"FKS1"	"YPS3"	0.536842105263158	0.000935238849756326	0.0342733810633141	0.31166152499802	0.762022685528296
"519"	"YJL212C"	"HCR1"	0.536842105263158	0.000935238849756326	0.0342733810633141	0.350545415427091	0.723138795099225
"522"	"YJL212C"	"MES1"	0.536842105263158	0.000935238849756326	0.0342733810633141	0.345084571508744	0.728599639017571
"534"	"MCM1"	"YJL060W"	0.536842105263158	0.000935238849756326	0.0342733810633141	0.367984261735597	0.705699948790719
"578"	"PCL10"	"MLF3"	0.536842105263158	0.000935238849756326	0.0342733810633141	0.338469802165677	0.735214408360639
"871"	"YGL184C"	"HCR1"	0.536842105263158	0.000935238849756326	0.0342733810633141	0.369519519985935	0.704164690540381
"872"	"YGL184C"	"SER3"	0.536842105263158	0.000935238849756326	0.0342733810633141	0.387445030333021	0.686239180193295
"877"	"YDL241W"	"BAG7"	0.536842105263158	0.000935238849756326	0.0342733810633141	0.354748488370359	0.718935722155957
"878"	"YDL241W"	"YPS1"	0.536842105263158	0.000935238849756326	0.0342733810633141	0.371068995963342	0.702615214562974
"883"	"YDL241W"	"MLF3"	0.536842105263158	0.000935238849756326	0.0342733810633141	0.332068597404297	0.741615613122019
"893"	"YDL241W"	"KTR2"	0.536842105263158	0.000935238849756326	0.0342733810633141	0.334604764579066	0.73907944594725
"905"	"YJL060W"	"YMR102C"	0.536842105263158	0.000935238849756326	0.0342733810633141	0.338469802165677	0.735214408360639
"987"	"YPS1"	"KTR2"	0.536842105263158	0.000935238849756326	0.0342733810633141	0.296151377137849	0.777532833388467
"1067"	"YLL023C"	"YPL088W"	0.536842105263158	0.000935238849756326	0.0342733810633141	0.313965354177059	0.759718856349257
"1082"	"MLF3"	"KTR2"	0.536842105263158	0.000935238849756326	0.0342733810633141	0.371068995963342	0.702615214562974
"1195"	"ERO1"	"SER3"	0.536842105263158	0.000935238849756326	0.0342733810633141	0.359050896306339	0.714633314219976
"1043"	"SVS1"	"YJL108C"	0.535810903516685	0.00103058705890868	0.0375016081289507	0.314312070718723	0.748845824018119
"255"	"CRH1"	"EPT1"	0.532983385608264	0.00104323860282185	0.0375016081289507	0.365082031150119	0.698075863586723
"924"	"YJL060W"	"SER33"	0.532983385608264	0.00104323860282185	0.0375016081289507	0.334556399638251	0.728601495098591
"1048"	"SVS1"	"CHS1"	0.532983385608264	0.00104323860282185	0.0375016081289507	0.273337648835391	0.789820245901452
"1057"	"YLL023C"	"YOR306C"	0.532983385608264	0.00104323860282185	0.0375016081289507	0.335212396180026	0.727945498556817
"1062"	"YLL023C"	"SLT2"	0.529107935271106	0.00116280957468740	0.0377005066463577	0.281499790005939	0.77113178894143
"1170"	"YJL108C"	"MES1"	0.529107935271106	0.00116280957468740	0.0377005066463577	0.330061523652499	0.72257005529487
"17"	"GAL7"	"MET14"	0.526315789473684	0.00117686591062482	0.0377005066463577	0.359951317492459	0.692680261454909
"61"	"GAL10"	"PCL10"	0.526315789473684	0.00117686591062482	0.0377005066463577	0.31244323459588	0.740188344351489
"110"	"GAL1"	"YDR010C"	0.526315789473684	0.00117686591062482	0.0377005066463577	0.295051165322407	0.757580413624961
"119"	"GAL1"	"YJL060W"	0.526315789473684	0.00117686591062482	0.0377005066463577	0.283086087483972	0.769545491463396
"142"	"GAL1"	"SER3"	0.526315789473684	0.00117686591062482	0.0377005066463577	0.358407298579041	0.694224280368328
"187"	"GCY1"	"HCR1"	0.526315789473684	0.00117686591062482	0.0377005066463577	0.334046796855951	0.718584782091418
"207"	"YOR121C"	"YPL066W"	0.526315789473684	0.00117686591062482	0.0377005066463577	0.319809791816447	0.732821787130921
"343"	"PRY2"	"YPS3"	0.526315789473684	0.00117686591062482	0.0377005066463577	0.291727431462027	0.760904147485342
"347"	"PRY2"	"MLF3"	0.526315789473684	0.00117686591062482	0.0377005066463577	0.291727431462027	0.760904147485342
"407"	"FKS1"	"YJL212C"	0.526315789473684	0.00117686591062482	0.0377005066463577	0.285217385546669	0.7674141934007
"452"	"SSU1"	"MET14"	0.526315789473684	0.00117686591062482	0.0377005066463577	0.343683648042433	0.708947930904935
"466"	"SSU1"	"YLL023C"	0.526315789473684	0.00117686591062482	0.0377005066463577	0.307670037542258	0.74496154140511
"486"	"YJL212C"	"PCL10"	0.526315789473684	0.00117686591062482	0.0377005066463577	0.364671840602044	0.687959738345324
"673"	"ARG7"	"EPT1"	0.526315789473684	0.00117686591062482	0.0377005066463577	0.343683648042433	0.708947930904935
"680"	"ARG7"	"MLF3"	0.526315789473684	0.00117686591062482	0.0377005066463577	0.374552738814874	0.678078840132495
"712"	"MET14"	"MLF3"	0.526315789473684	0.00117686591062482	0.0377005066463577	0.271682622984759	0.78094895596261
"787"	"YEL057C"	"HCR1"	0.526315789473684	0.00117686591062482	0.0377005066463577	0.343683648042433	0.708947930904935
"802"	"MET16"	"MLF3"	0.526315789473684	0.00117686591062482	0.0377005066463577	0.300699505710283	0.751932073237085
"851"	"YGL184C"	"BAG7"	0.526315789473684	0.00117686591062482	0.0377005066463577	0.302998839948222	0.749632738999146
"900"	"YDL241W"	"MES1"	0.526315789473684	0.00117686591062482	0.0377005066463577	0.316094243481878	0.73653733546549
"908"	"YJL060W"	"MLF3"	0.526315789473684	0.00117686591062482	0.0377005066463577	0.331380895018926	0.721250683928442
"949"	"EPT1"	"MES1"	0.526315789473684	0.00117686591062482	0.0377005066463577	0.363083164108097	0.689548414839272
"964"	"BAG7"	"ERO1"	0.526315789473684	0.00117686591062482	0.0377005066463577	0.296169743218471	0.756461835728897
"992"	"YPS1"	"SER3"	0.526315789473684	0.00117686591062482	0.0377005066463577	0.379742762574141	0.672888816373228
"1089"	"MLF3"	"MES1"	0.526315789473684	0.00117686591062482	0.0377005066463577	0.31244323459588	0.740188344351489
"1193"	"ERO1"	"YMR316W"	0.526315789473684	0.00117686591062482	0.0377005066463577	0.284149391818933	0.768482187128436
"1201"	"KTR2"	"HCR1"	0.526315789473684	0.00117686591062482	0.0377005066463577	0.336750186137033	0.715881392810335
"1202"	"KTR2"	"SER3"	0.526315789473684	0.00117686591062482	0.0377005066463577	0.35687734905522	0.695754229892148
"1204"	"KTR2"	"MES1"	0.526315789473684	0.00117686591062482	0.0377005066463577	0.321063254065505	0.731568324881864
"1205"	"CHS1"	"YPL088W"	0.526315789473684	0.00117686591062482	0.0377005066463577	0.274741390646215	0.777890188301153
"48"	"GAL7"	"SER33"	0.522429259160575	0.00131047459890365	0.0405996750527049	0.339322533369365	0.70278272978853
"259"	"CRH1"	"YMR102C"	0.522429259160575	0.00131047459890365	0.0405996750527049	0.364496615163080	0.677608647994815
"261"	"CRH1"	"YLL023C"	0.522429259160575	0.00131047459890365	0.0405996750527049	0.286065076582879	0.756040186575016
"375"	"EXG1"	"YEL057C"	0.522429259160575	0.00131047459890365	0.0405996750527049	0.315972172511175	0.72613309064672
"652"	"YDR010C"	"YJL107C"	0.522429259160575	0.00131047459890365	0.0405996750527049	0.334418599809548	0.707686663348347
"666"	"ARG7"	"YPR157W"	0.522429259160575	0.00131047459890365	0.0405996750527049	0.317234401495072	0.724870861662823
"735"	"YPR157W"	"YJL060W"	0.522429259160575	0.00131047459890365	0.0405996750527049	0.321068883279869	0.721036379878026
"818"	"MET16"	"SER33"	0.522429259160575	0.00131047459890365	0.0405996750527049	0.341465207381490	0.700640055776404
"1063"	"YLL023C"	"YGL179C"	0.522429259160575	0.00131047459890365	0.0405996750527049	0.296165911182417	0.745939351975478
"1153"	"YJL107C"	"CHS1"	0.522429259160575	0.00131047459890365	0.0405996750527049	0.307949841260614	0.73415542189728
"434"	"FKS1"	"YJL108C"	0.518525776565684	0.00145811974909682	0.043144995354244	0.313481254597255	0.718097692771167
"278"	"CRH1"	"SER33"	0.518518518518518	0.00145816424281486	0.043144995354244	0.269214168915586	0.762364778452835
"3"	"GAL7"	"GCY1"	0.515789473684211	0.00147509083406794	0.043144995354244	0.353866381236656	0.677712566131765
"127"	"GAL1"	"MLF3"	0.515789473684211	0.00147509083406794	0.043144995354244	0.347612236890766	0.683966710477656
"137"	"GAL1"	"KTR2"	0.515789473684211	0.00147509083406794	0.043144995354244	0.315403770988762	0.716175176379659
"232"	"YOR121C"	"HCR1"	0.515789473684211	0.00147509083406794	0.043144995354244	0.324630996481982	0.70694795088644
"346"	"PRY2"	"YLL023C"	0.515789473684211	0.00147509083406794	0.043144995354244	0.289973112097701	0.74160583527072
"438"	"FKS1"	"KTR2"	0.515789473684211	0.00147509083406794	0.043144995354244	0.32194982098094	0.709629126387481
"493"	"YJL212C"	"MET16"	0.515789473684211	0.00147509083406794	0.043144995354244	0.362041403832406	0.669537543536015
"632"	"YDR010C"	"MET14"	0.515789473684211	0.00147509083406794	0.043144995354244	0.315403770988762	0.716175176379659
"646"	"YDR010C"	"YLL023C"	0.515789473684211	0.00147509083406794	0.043144995354244	0.292270388131501	0.73930855923692
"825"	"YPL066W"	"YPS1"	0.515789473684211	0.00147509083406794	0.043144995354244	0.310317030392056	0.721261916976365
"876"	"YDL241W"	"EPT1"	0.515789473684211	0.00147509083406794	0.043144995354244	0.289973112097701	0.74160583527072
"998"	"YPS3"	"MLF3"	0.515789473684211	0.00147509083406794	0.043144995354244	0.260979012483854	0.770599934884567
"1064"	"YLL023C"	"ERO1"	0.515789473684211	0.00147509083406794	0.043144995354244	0.289973112097701	0.74160583527072
"1070"	"YLL023C"	"SER3"	0.515789473684211	0.00147509083406794	0.043144995354244	0.358720327964865	0.672858619403556
"1127"	"YIL117C"	"KTR2"	0.515789473684211	0.00147509083406794	0.043144995354244	0.266094154840395	0.765484792528026
"1220"	"HCR1"	"SER3"	0.515789473684211	0.00147509083406794	0.043144995354244	0.381770417438531	0.64980852992989
"394"	"EXG1"	"YJL108C"	0.514590669714044	0.00162123539035042	0.0463750024342233	0.294928722107586	0.726123909471361
"84"	"GAL10"	"LAP3"	0.511875132712887	0.00163968583569640	0.0463750024342233	0.250442872919043	0.770609758659905
"258"	"CRH1"	"YPS3"	0.511875132712887	0.00163968583569640	0.0463750024342233	0.224906394859042	0.796146236719905
"262"	"CRH1"	"MLF3"	0.511875132712887	0.00163968583569640	0.0463750024342233	0.294928722107586	0.726123909471361
"363"	"PRY2"	"SER33"	0.511875132712887	0.00163968583569640	0.0463750024342233	0.282141368939658	0.738911262639289
"366"	"EXG1"	"SSU1"	0.511875132712887	0.00163968583569640	0.0463750024342233	0.313700337454427	0.707352294124521
"371"	"EXG1"	"YDR010C"	0.511875132712887	0.00163968583569640	0.0463750024342233	0.330118498817894	0.690934132761053
"521"	"YJL212C"	"SER33"	0.511875132712887	0.00163968583569640	0.0463750024342233	0.284983915107737	0.73606871647121
"756"	"YPR157W"	"YMR316W"	0.511875132712887	0.00163968583569640	0.0463750024342233	0.370369667708367	0.65068296387058
"982"	"YPS1"	"YJL107C"	0.511875132712887	0.00163968583569640	0.0463750024342233	0.294331070027957	0.72672156155099
"1155"	"YJL107C"	"YMR316W"	0.511875132712887	0.00163968583569640	0.0463750024342233	0.353029891161550	0.668022740417397
"808"	"MET16"	"YJL108C"	0.507943617860262	0.00182122932916107	0.0489965439729282	0.322427028270456	0.688099287519018
"939"	"EPT1"	"SLT2"	0.507943617860262	0.00182122932916107	0.0489965439729282	0.316182203559964	0.69434411222951
"1078"	"MLF3"	"YJL108C"	0.507943617860262	0.00182122932916107	0.0489965439729282	0.321722665946912	0.688803649842561
"1164"	"YJL108C"	"CHS1"	0.507943617860262	0.00182122932916107	0.0489965439729282	0.251498548637507	0.759027767151966
"374"	"EXG1"	"YPR157W"	0.507936507936508	0.00182128281246374	0.0489965439729282	0.29486437079888	0.715661944990593
"745"	"YPR157W"	"YOR306C"	0.507936507936508	0.00182128281246374	0.0489965439729282	0.306209055653451	0.704317260136023
"24"	"GAL7"	"YJL060W"	0.505263157894737	0.00184162488956607	0.0489965439729282	0.286446988359940	0.724079327429534
"99"	"GAL1"	"YOR121C"	0.505263157894737	0.00184162488956607	0.0489965439729282	0.303632844764657	0.706893471024817
"156"	"GCY1"	"YDR010C"	0.505263157894737	0.00184162488956607	0.0489965439729282	0.281779352759823	0.728746963029651
"358"	"PRY2"	"CHS1"	0.505263157894737	0.00184162488956607	0.0489965439729282	0.266159113523824	0.74436720226565
"418"	"FKS1"	"YGL184C"	0.505263157894737	0.00184162488956607	0.0489965439729282	0.277207229961961	0.733319085827513
"496"	"YJL212C"	"YDL241W"	0.505263157894737	0.00184162488956607	0.0489965439729282	0.338674776697805	0.671851539091669
"542"	"MCM1"	"MLF3"	0.505263157894737	0.00184162488956607	0.0489965439729282	0.280627597632108	0.729898718157366
"568"	"PCL10"	"YGL184C"	0.505263157894737	0.00184162488956607	0.0489965439729282	0.326711543605723	0.68381477218375
"772"	"YEL057C"	"YLL023C"	0.505263157894737	0.00184162488956607	0.0489965439729282	0.288818549516446	0.721707766273027
"788"	"YEL057C"	"SER3"	0.505263157894737	0.00184162488956607	0.0489965439729282	0.325272039385691	0.685254276403783
"827"	"YPL066W"	"YMR102C"	0.505263157894737	0.00184162488956607	0.0489965439729282	0.282937074448247	0.727589241341226
"829"	"YPL066W"	"YLL023C"	0.505263157894737	0.00184162488956607	0.0489965439729282	0.270515955724342	0.740010360065132
"995"	"YPS3"	"YMR102C"	0.505263157894737	0.00184162488956607	0.0489965439729282	0.292425432936831	0.718100882852643
"1013"	"YPS3"	"SER3"	0.505263157894737	0.00184162488956607	0.0489965439729282	0.326711543605723	0.68381477218375
"1087"	"MLF3"	"SER3"	0.505263157894737	0.00184162488956607	0.0489965439729282	0.35843603701199	0.652090278777484
"606"	"CPA2"	"EPT1"	0.503994737261378	0.00201391605444590	0.0521584032897201	0.284861730615869	0.715138269384131
"750"	"YPR157W"	"SLT2"	0.503980552812724	0.00202141319903948	0.0521584032897201	0.281587968875013	0.718412031124987
"222"	"YOR121C"	"LAP3"	0.501321006265199	0.00204353989334916	0.0521584032897201	0.26951547774774	0.73048452225226
"378"	"EXG1"	"YGL184C"	0.501321006265199	0.00204353989334916	0.0521584032897201	0.280997997204125	0.719002002795875
"385"	"EXG1"	"YMR102C"	0.501321006265199	0.00204353989334916	0.0521584032897201	0.264530953214623	0.735469046785377
"742"	"YPR157W"	"YLL023C"	0.501321006265199	0.00204353989334916	0.0521584032897201	0.321220694307377	0.678779305692623
"758"	"YPR157W"	"SER3"	0.501321006265199	0.00204353989334916	0.0521584032897201	0.291254161419338	0.708745838580662
"891"	"YDL241W"	"YGL179C"	0.501321006265199	0.00204353989334916	0.0521584032897201	0.323399166257492	0.676600833742508
"1054"	"SVS1"	"MES1"	0.501321006265199	0.00204353989334916	0.0521584032897201	0.279822796353643	0.720177203646357
"1154"	"YJL107C"	"YPL088W"	0.501321006265199	0.00204353989334916	0.0521584032897201	0.286366387868287	0.713633612131713
"1182"	"YGL179C"	"KTR2"	0.501321006265199	0.00204353989334916	0.0521584032897201	0.268956331213524	0.731043668786476
"1186"	"YGL179C"	"HCR1"	0.501321006265199	0.00204353989334916	0.0521584032897201	0.270637860096903	0.729362139903097
"1189"	"YGL179C"	"MES1"	0.501321006265199	0.00204353989334916	0.0521584032897201	0.301390244677293	0.698609755322707
"1196"	"ERO1"	"SER33"	0.501321006265199	0.00204353989334916	0.0521584032897201	0.251208482448509	0.748791517551491
"1203"	"KTR2"	"SER33"	0.501321006265199	0.00204353989334916	0.0521584032897201	0.240545728762689	0.759454271237311
"353"	"PRY2"	"YJL108C"	0.49736145915484	0.00226582495039973	0.0554492365872801	0.271525846410294	0.717947837800233
"983"	"YPS1"	"YJL108C"	0.49736145915484	0.00226582495039973	0.0554492365872801	0.260800259929826	0.7286734242807
"1165"	"YJL108C"	"YPL088W"	0.49736145915484	0.00226582495039973	0.0554492365872801	0.283403193980096	0.70607049023043
"1108"	"YOR306C"	"YJL107C"	0.497354497354497	0.00226588894108182	0.0554492365872801	0.30393870165548	0.685534982555046
"97"	"GAL10"	"MES1"	0.494736842105263	0.00229022229800702	0.0554492365872801	0.320925320404319	0.668548363806207
"406"	"FKS1"	"SSU1"	0.494736842105263	0.00229022229800702	0.0554492365872801	0.240196593559068	0.749277090651458
"448"	"SSU1"	"PCL10"	0.494736842105263	0.00229022229800702	0.0554492365872801	0.292131204495106	0.69734247971542
"454"	"SSU1"	"YEL057C"	0.494736842105263	0.00229022229800702	0.0554492365872801	0.325438071450473	0.664035612760054
"485"	"YJL212C"	"MCM1"	0.494736842105263	0.00229022229800702	0.0554492365872801	0.334845219173746	0.65462846503678
"520"	"YJL212C"	"SER3"	0.494736842105263	0.00229022229800702	0.0554492365872801	0.293408948820469	0.696064735390057
"525"	"MCM1"	"YDR010C"	0.494736842105263	0.00229022229800702	0.0554492365872801	0.298603149163958	0.690870535046569
"639"	"YDR010C"	"YJL060W"	0.494736842105263	0.00229022229800702	0.0554492365872801	0.294694854418756	0.69477882979177
"764"	"YEL057C"	"YDL241W"	0.494736842105263	0.00229022229800702	0.0554492365872801	0.261352475466315	0.728121208744211
"769"	"YEL057C"	"YPS3"	0.494736842105263	0.00229022229800702	0.0554492365872801	0.225418081555927	0.764055602654599
"794"	"MET16"	"YJL060W"	0.494736842105263	0.00229022229800702	0.0554492365872801	0.333239303855916	0.65623438035461
"849"	"YGL184C"	"YJL060W"	0.494736842105263	0.00229022229800702	0.0554492365872801	0.293408948820469	0.696064735390057
"932"	"EPT1"	"MLF3"	0.494736842105263	0.00229022229800702	0.0554492365872801	0.316526807576418	0.672946876634108
"965"	"BAG7"	"KTR2"	0.494736842105263	0.00229022229800702	0.0554492365872801	0.312234272979384	0.677239411231143
"1027"	"YMR102C"	"ERO1"	0.494736842105263	0.00229022229800702	0.0554492365872801	0.223508446951511	0.765965237259015
"1032"	"YMR102C"	"HCR1"	0.494736842105263	0.00229022229800702	0.0554492365872801	0.248440784656996	0.74103289955353
"269"	"CRH1"	"SLT2"	0.493370435911403	0.00251046565604018	0.0598817054996775	0.272055090621136	0.706892277799917
"56"	"GAL10"	"EXG1"	0.49076687981751	0.00253687765324506	0.0598817054996775	0.317821202333673	0.66112616608738
"234"	"YOR121C"	"SER33"	0.49076687981751	0.00253687765324506	0.0598817054996775	0.280528767067478	0.698418601353574
"246"	"CRH1"	"ARG7"	0.49076687981751	0.00253687765324506	0.0598817054996775	0.324725338123769	0.654222030297283
"256"	"CRH1"	"BAG7"	0.49076687981751	0.00253687765324506	0.0598817054996775	0.255476591058073	0.72347077736298
"272"	"CRH1"	"KTR2"	0.49076687981751	0.00253687765324506	0.0598817054996775	0.242596943858391	0.736350424562662
"430"	"FKS1"	"YOR306C"	0.49076687981751	0.00253687765324506	0.0598817054996775	0.256582044543334	0.722365323877719
"781"	"YEL057C"	"YGL179C"	0.49076687981751	0.00253687765324506	0.0598817054996775	0.304785599790316	0.674161768630736
"873"	"YGL184C"	"SER33"	0.49076687981751	0.00253687765324506	0.0598817054996775	0.264472241129821	0.714475127291232
"956"	"BAG7"	"SRL3"	0.49076687981751	0.00253687765324506	0.0598817054996775	0.292611289327375	0.686336079093677
"285"	"YKR012C"	"MCM1"	0.486779300449418	0.00280790176427637	0.0619929027874342	0.229611144246078	0.738809908385501
"584"	"PCL10"	"YJL108C"	0.486779300449418	0.00280790176427637	0.0619929027874342	0.314062817386147	0.654358235245432
"1166"	"YJL108C"	"YMR316W"	0.486779300449418	0.00280790176427637	0.0619929027874342	0.280261328257391	0.688159724374187
"392"	"EXG1"	"LAP3"	0.486772486772487	0.00280797796974785	0.0619929027874342	0.24475896423095	0.723662088400629
"404"	"EXG1"	"SER33"	0.486772486772487	0.00280797796974785	0.0619929027874342	0.25806109505015	0.710359957581429
"741"	"YPR157W"	"SVS1"	0.486772486772487	0.00280797796974785	0.0619929027874342	0.283449559127564	0.684971493504015
"1042"	"SVS1"	"YJL107C"	0.486772486772487	0.00280797796974785	0.0619929027874342	0.266195162583554	0.702225890048024
"4"	"GAL7"	"YOR121C"	0.48421052631579	0.00283695017729046	0.0619929027874342	0.321823260899494	0.646597791732085
"69"	"GAL10"	"YPL066W"	0.48421052631579	0.00283695017729046	0.0619929027874342	0.259205100859319	0.70921595177226
"141"	"GAL1"	"HCR1"	0.48421052631579	0.00283695017729046	0.0619929027874342	0.287343579837775	0.681077472793804
"152"	"GCY1"	"YJL212C"	0.48421052631579	0.00283695017729046	0.0619929027874342	0.308100509673619	0.66032054295796
"214"	"YOR121C"	"YPS3"	0.48421052631579	0.00283695017729046	0.0619929027874342	0.207744198653474	0.760676853978105
"218"	"YOR121C"	"MLF3"	0.48421052631579	0.00283695017729046	0.0619929027874342	0.266195162583554	0.702225890048024
"427"	"FKS1"	"YLL023C"	0.48421052631579	0.00283695017729046	0.0619929027874342	0.24475896423095	0.723662088400629
"450"	"SSU1"	"YDR010C"	0.48421052631579	0.00283695017729046	0.0619929027874342	0.306641211008695	0.661779841622884
"481"	"SSU1"	"HCR1"	0.48421052631579	0.00283695017729046	0.0619929027874342	0.25806109505015	0.710359957581429
"484"	"SSU1"	"MES1"	0.48421052631579	0.00283695017729046	0.0619929027874342	0.278372091969696	0.690048960661882
"587"	"PCL10"	"ERO1"	0.48421052631579	0.00283695017729046	0.0619929027874342	0.269775623623797	0.698645429007782
"592"	"PCL10"	"HCR1"	0.48421052631579	0.00283695017729046	0.0619929027874342	0.256922847286113	0.711498205345465
"785"	"YEL057C"	"YPL088W"	0.48421052631579	0.00283695017729046	0.0619929027874342	0.25806109505015	0.710359957581429
"820"	"YPL066W"	"YGL184C"	0.48421052631579	0.00283695017729046	0.0619929027874342	0.230118449576241	0.738302603055338
"847"	"YPL066W"	"MES1"	0.48421052631579	0.00283695017729046	0.0619929027874342	0.261510742007412	0.706910310624167
"848"	"YGL184C"	"YDL241W"	0.48421052631579	0.00283695017729046	0.0619929027874342	0.308100509673619	0.66032054295796
"853"	"YGL184C"	"YPS3"	0.48421052631579	0.00283695017729046	0.0619929027874342	0.259205100859319	0.70921595177226
"870"	"YGL184C"	"YMR316W"	0.48421052631579	0.00283695017729046	0.0619929027874342	0.250209603881185	0.718211448750394
"892"	"YDL241W"	"ERO1"	0.48421052631579	0.00283695017729046	0.0619929027874342	0.287343579837775	0.681077472793804
"903"	"YJL060W"	"YPS1"	0.48421052631579	0.00283695017729046	0.0619929027874342	0.225090086468909	0.74333096616267
"918"	"YJL060W"	"KTR2"	0.48421052631579	0.00283695017729046	0.0619929027874342	0.277122176013375	0.691298876618204
"919"	"YJL060W"	"CHS1"	0.48421052631579	0.00283695017729046	0.0619929027874342	0.311055998775052	0.657365053856527
"941"	"EPT1"	"ERO1"	0.48421052631579	0.00283695017729046	0.0619929027874342	0.238377669995853	0.730043382635726
"970"	"BAG7"	"SER3"	0.48421052631579	0.00283695017729046	0.0619929027874342	0.295372362921764	0.673048689709815
"1018"	"YMR102C"	"MLF3"	0.48421052631579	0.00283695017729046	0.0619929027874342	0.28216822944883	0.686252823182749
"395"	"EXG1"	"SLT2"	0.482760319010083	0.00310561252349317	0.0668434327098759	0.200433135574345	0.75746160126776
"223"	"YOR121C"	"YJL107C"	0.480212753369822	0.00313699249908095	0.0668434327098759	0.298563393629770	0.659331343212336
"277"	"CRH1"	"SER3"	0.480212753369822	0.00313699249908095	0.0668434327098759	0.229000259169635	0.72889447767247
"367"	"EXG1"	"YJL212C"	0.480212753369822	0.00313699249908095	0.0668434327098759	0.241713154826043	0.716181582016062
"510"	"YJL212C"	"YJL107C"	0.480212753369822	0.00313699249908095	0.0668434327098759	0.268212403997082	0.689682332845024
"678"	"ARG7"	"SVS1"	0.480212753369822	0.00313699249908095	0.0668434327098759	0.265777312398585	0.69211742444352
"810"	"MET16"	"YGL179C"	0.480212753369822	0.00313699249908095	0.0668434327098759	0.2483322573843	0.709562479457805
"906"	"YJL060W"	"SVS1"	0.480212753369822	0.00313699249908095	0.0668434327098759	0.255147040501398	0.702747696340707
"934"	"EPT1"	"YOR306C"	0.480212753369822	0.00313699249908095	0.0668434327098759	0.263969094053597	0.693925642788508
"953"	"BAG7"	"SVS1"	0.480212753369822	0.00313699249908095	0.0668434327098759	0.297849493640688	0.660045243201417
"999"	"YPS3"	"SRL3"	0.480212753369822	0.00313699249908095	0.0668434327098759	0.205812848118560	0.752081888723545
"962"	"BAG7"	"SLT2"	0.476197141743996	0.00346605142106760	0.0715144315250221	0.245996340762073	0.701372080290559
"32"	"GAL7"	"MLF3"	0.473684210526316	0.00350047582175583	0.0715144315250221	0.313936116908224	0.633432304144407
"79"	"GAL10"	"YLL023C"	0.473684210526316	0.00350047582175583	0.0715144315250221	0.266156713962469	0.681211707090163
"201"	"YOR121C"	"YDR010C"	0.473684210526316	0.00350047582175583	0.0715144315250221	0.262459133509329	0.684909287543302
"362"	"PRY2"	"SER3"	0.473684210526316	0.00350047582175583	0.0715144315250221	0.291307375186719	0.656061045865913
"415"	"FKS1"	"YEL057C"	0.473684210526316	0.00350047582175583	0.0715144315250221	0.170205346949439	0.777163074103192
"422"	"FKS1"	"BAG7"	0.473684210526316	0.00350047582175583	0.0715144315250221	0.283006333650064	0.664362087402568
"439"	"FKS1"	"CHS1"	0.473684210526316	0.00350047582175583	0.0715144315250221	0.280318494113388	0.667049926939243
"458"	"SSU1"	"YDL241W"	0.473684210526316	0.00350047582175583	0.0715144315250221	0.261240907648215	0.686127513404417
"461"	"SSU1"	"BAG7"	0.473684210526316	0.00350047582175583	0.0715144315250221	0.248274542401967	0.699093878650665
"480"	"SSU1"	"YMR316W"	0.473684210526316	0.00350047582175583	0.0715144315250221	0.219234096631866	0.728134324420766
"697"	"ARG7"	"MES1"	0.473684210526316	0.00350047582175583	0.0715144315250221	0.27375692582383	0.673611495228801
"786"	"YEL057C"	"YMR316W"	0.473684210526316	0.00350047582175583	0.0715144315250221	0.213220003537242	0.73414841751539
"821"	"YPL066W"	"YDL241W"	0.473684210526316	0.00350047582175583	0.0715144315250221	0.284364562964024	0.663003858088608
