"gene1"	"gene2"	"cor.list"	"p.list"	"adjp.list"	"lower"	"higher"
"117"	"GAL1"	"YGL184C"	0.610526315789474	0.000167526946844632	0.0147458030760209	0.405022476295242	0.816030155283705
"763"	"YEL057C"	"YGL184C"	0.610526315789474	0.000167526946844632	0.0147458030760209	0.426206355893443	0.794846275685504
"842"	"YPL066W"	"YPL088W"	0.610526315789474	0.000167526946844632	0.0147458030760209	0.422052925235665	0.798999706343283
"867"	"YGL184C"	"KTR2"	0.610526315789474	0.000167526946844632	0.0147458030760209	0.455067331312850	0.765985300266098
"882"	"YDL241W"	"YLL023C"	0.610526315789474	0.000167526946844632	0.0147458030760209	0.451782045315378	0.76927058626357
"610"	"CPA2"	"YMR102C"	0.6100988924743	0.000185258513642594	0.0153588815620395	0.394875443993369	0.815650871796104
"655"	"YDR010C"	"YGL179C"	0.606862270742083	0.000189169034288783	0.0153588815620395	0.396414323951409	0.814111991838064
"740"	"YPR157W"	"YMR102C"	0.606862270742083	0.000189169034288783	0.0153588815620395	0.443802243045214	0.76672407274426
"996"	"YPS3"	"SVS1"	0.606862270742083	0.000189169034288783	0.0153588815620395	0.375245629379769	0.835280686409704
"1020"	"YMR102C"	"YOR306C"	0.606862270742083	0.000189169034288783	0.0153588815620395	0.418598401628948	0.791927914160525
"1036"	"SVS1"	"YLL023C"	0.606862270742083	0.000189169034288783	0.0153588815620395	0.403324665609582	0.807201650179891
"1051"	"SVS1"	"HCR1"	0.606862270742083	0.000189169034288783	0.0153588815620395	0.417220995046372	0.793305320743102
"1060"	"YLL023C"	"YJL107C"	0.606862270742083	0.000189169034288783	0.0153588815620395	0.427811962683898	0.782714353105575
"1116"	"YOR306C"	"YMR316W"	0.606862270742083	0.000189169034288783	0.0153588815620395	0.456270880587794	0.75425543520168
"599"	"CPA2"	"YPR157W"	0.606391557206973	0.000209120957763265	0.0158247969459384	0.430151680091384	0.769848319908616
"1004"	"YPS3"	"YJL108C"	0.603183046209061	0.000213445066914675	0.0158247969459384	0.376660581881602	0.823339418118398
"1167"	"YJL108C"	"HCR1"	0.603183046209061	0.000213445066914675	0.0158247969459384	0.395984031863513	0.804015968136487
"10"	"GAL7"	"SSU1"	0.6	0.000216750607095584	0.0158247969459384	0.443186637635213	0.756813362364787
"65"	"GAL10"	"MET14"	0.6	0.000216750607095584	0.0158247969459384	0.448203889096672	0.751796110903328
"151"	"GCY1"	"SSU1"	0.6	0.000216750607095584	0.0158247969459384	0.448203889096672	0.751796110903328
"504"	"YJL212C"	"YLL023C"	0.6	0.000216750607095584	0.0158247969459384	0.446513247925756	0.753486752074244
"677"	"ARG7"	"YMR102C"	0.6	0.000216750607095584	0.0158247969459384	0.420188189292189	0.779811810707811
"700"	"MET14"	"MET16"	0.6	0.000216750607095584	0.0158247969459384	0.367600589714898	0.832399410285102
"773"	"YEL057C"	"MLF3"	0.6	0.000216750607095584	0.0158247969459384	0.365390252856552	0.834609747143448
"1008"	"YPS3"	"KTR2"	0.6	0.000216750607095584	0.0158247969459384	0.384900885062278	0.815099114937721
"1192"	"ERO1"	"YPL088W"	0.6	0.000216750607095584	0.0158247969459384	0.368713679341086	0.831286320658914
"1206"	"CHS1"	"YMR316W"	0.6	0.000216750607095584	0.0158247969459384	0.426023587339195	0.773976412660805
"257"	"CRH1"	"YPS1"	0.596308144294394	0.000244325962126535	0.0170452503011078	0.414090776402358	0.775382907808168
"373"	"EXG1"	"MET14"	0.596308144294394	0.000244325962126535	0.0170452503011078	0.350340648717375	0.839133035493151
"778"	"YEL057C"	"YJL107C"	0.596308144294394	0.000244325962126535	0.0170452503011078	0.452448295806752	0.737025388403774
"881"	"YDL241W"	"SVS1"	0.596308144294394	0.000244325962126535	0.0170452503011078	0.429771083851533	0.759702600358993
"1003"	"YPS3"	"YJL107C"	0.596308144294394	0.000244325962126535	0.0170452503011078	0.396387125306976	0.79308655890355
"1050"	"SVS1"	"YMR316W"	0.596308144294394	0.000244325962126535	0.0170452503011078	0.395737666120982	0.793736018089545
"779"	"YEL057C"	"YJL108C"	0.592600887503639	0.000275200087890282	0.0182687336138269	0.431653301280768	0.747294067140284
"260"	"CRH1"	"SVS1"	0.592592592592593	0.000275210873909693	0.0182687336138269	0.33622937467055	0.842717993750503
"11"	"GAL7"	"YJL212C"	0.589473684210526	0.000279320879857714	0.0182687336138269	0.431653301280768	0.747294067140284
"566"	"PCL10"	"MET16"	0.589473684210526	0.000279320879857714	0.0182687336138269	0.403157756202032	0.77578961221902
"669"	"ARG7"	"YPL066W"	0.589473684210526	0.000279320879857714	0.0182687336138269	0.416070941909998	0.762876426511054
"791"	"MET16"	"YPL066W"	0.589473684210526	0.000279320879857714	0.0182687336138269	0.355289029867563	0.82365833855349
"897"	"YDL241W"	"HCR1"	0.589473684210526	0.000279320879857714	0.0182687336138269	0.430026523542736	0.748920844878317
"901"	"YJL060W"	"EPT1"	0.589473684210526	0.000279320879857714	0.0182687336138269	0.438335409242217	0.740611959178836
"989"	"YPS1"	"YPL088W"	0.589473684210526	0.000279320879857714	0.0182687336138269	0.419073380562047	0.759873987859005
"1000"	"YPS3"	"YOR306C"	0.585754017846706	0.000314308392436402	0.0201375288910584	0.399312967939955	0.769108084691624
"1047"	"SVS1"	"KTR2"	0.585754017846706	0.000314308392436402	0.0201375288910584	0.319526356804997	0.848894695826582
"1156"	"YJL107C"	"HCR1"	0.585754017846706	0.000314308392436402	0.0201375288910584	0.407885926693966	0.760535125937614
"511"	"YJL212C"	"YJL108C"	0.582018728798217	0.000353408656115439	0.0209728817781234	0.41097485140744	0.746919885434666
"890"	"YDL241W"	"SLT2"	0.582018728798217	0.000353408656115439	0.0209728817781234	0.423751439813082	0.734143297029023
"961"	"BAG7"	"YJL108C"	0.582018728798217	0.000353408656115439	0.0209728817781234	0.368061936385031	0.789832800457074
"105"	"GAL1"	"SSU1"	0.578947368421053	0.000358522528753236	0.0209728817781234	0.407929784454555	0.74996495238755
"162"	"GCY1"	"YPL066W"	0.578947368421053	0.000358522528753236	0.0209728817781234	0.357905025081863	0.799989711760242
"490"	"YJL212C"	"MET14"	0.578947368421053	0.000358522528753236	0.0209728817781234	0.407929784454555	0.74996495238755
"635"	"YDR010C"	"MET16"	0.578947368421053	0.000358522528753236	0.0209728817781234	0.403461228351495	0.75443350849061
"792"	"MET16"	"YGL184C"	0.578947368421053	0.000358522528753236	0.0209728817781234	0.376171973229703	0.781722763612403
"879"	"YDL241W"	"YPS3"	0.578947368421053	0.000358522528753236	0.0209728817781234	0.427113483195651	0.730781253646455
"894"	"YDL241W"	"CHS1"	0.578947368421053	0.000358522528753236	0.0209728817781234	0.373642452627841	0.784252284214265
"896"	"YDL241W"	"YMR316W"	0.578947368421053	0.000358522528753236	0.0209728817781234	0.427113483195651	0.730781253646455
"927"	"EPT1"	"YPS1"	0.578947368421053	0.000358522528753236	0.0209728817781234	0.406427404930844	0.751467331911261
"1194"	"ERO1"	"HCR1"	0.578947368421053	0.000358522528753236	0.0209728817781234	0.344313178943096	0.813581557899009
"1197"	"ERO1"	"MES1"	0.578947368421053	0.000358522528753236	0.0209728817781234	0.355582274678253	0.802312462163852
"321"	"YKR012C"	"SER33"	0.578251371121967	0.000397098869780566	0.022849208480759	0.352785416200423	0.794583004852208
"345"	"PRY2"	"SVS1"	0.575199891399017	0.000402727897170108	0.022849208480759	0.352785416200423	0.794583004852208
"381"	"EXG1"	"EPT1"	0.575199891399017	0.000402727897170108	0.022849208480759	0.382871981650811	0.764496439401821
"777"	"YEL057C"	"LAP3"	0.575199891399017	0.000402727897170108	0.022849208480759	0.328427201601029	0.818941219451603
"1225"	"SER33"	"MES1"	0.575199891399017	0.000402727897170108	0.022849208480759	0.372342965611528	0.775025455441103
"687"	"ARG7"	"SLT2"	0.571436570092795	0.00045203764327395	0.0243891336260148	0.40798787021657	0.728854235046588
"1079"	"MLF3"	"SLT2"	0.571436570092795	0.00045203764327395	0.0243891336260148	0.381260602737768	0.75558150252539
"263"	"CRH1"	"SRL3"	0.571428571428571	0.00045205418716443	0.0243891336260148	0.367945937533216	0.768896167729942
"22"	"GAL7"	"YGL184C"	0.568421052631579	0.000458355139756783	0.0243891336260148	0.37716884915348	0.759673256109678
"163"	"GCY1"	"YGL184C"	0.568421052631579	0.000458355139756783	0.0243891336260148	0.395598032651005	0.741244072612153
"342"	"PRY2"	"YPS1"	0.568421052631579	0.000458355139756783	0.0243891336260148	0.353052166538905	0.783789938724253
"647"	"YDR010C"	"MLF3"	0.568421052631579	0.000458355139756783	0.0243891336260148	0.367945937533216	0.768896167729942
"657"	"YDR010C"	"KTR2"	0.568421052631579	0.000458355139756783	0.0243891336260148	0.382644546507879	0.754197558755279
"844"	"YPL066W"	"HCR1"	0.568421052631579	0.000458355139756783	0.0243891336260148	0.367945937533216	0.768896167729942
"1029"	"YMR102C"	"CHS1"	0.568421052631579	0.000458355139756783	0.0243891336260148	0.412888307882979	0.72395379738018
"1066"	"YLL023C"	"CHS1"	0.568421052631579	0.000458355139756783	0.0243891336260148	0.357899647570003	0.778942457693155
"254"	"CRH1"	"YJL060W"	0.564645764951329	0.000513972062412105	0.0263080842429872	0.368861141010892	0.757454648462792
"377"	"EXG1"	"YPL066W"	0.564645764951329	0.000513972062412105	0.0263080842429872	0.308505726481801	0.817810062991884
"736"	"YPR157W"	"EPT1"	0.564645764951329	0.000513972062412105	0.0263080842429872	0.434355124368631	0.691960665105053
"979"	"YPS1"	"YOR306C"	0.564645764951329	0.000513972062412105	0.0263080842429872	0.408000076951415	0.718315712522269
"1016"	"YMR102C"	"SVS1"	0.564645764951329	0.000513972062412105	0.0263080842429872	0.348059612949884	0.7782561765238
"1151"	"YJL107C"	"ERO1"	0.564645764951329	0.000513972062412105	0.0263080842429872	0.344490013788414	0.78182577568527
"1181"	"YGL179C"	"ERO1"	0.564645764951329	0.000513972062412105	0.0263080842429872	0.37630889758846	0.750006891885225
"1053"	"SVS1"	"SER33"	0.560846560846561	0.000575915686236828	0.0274853097678401	0.311249669643235	0.804539804040975
"98"	"GAL1"	"GCY1"	0.557894736842105	0.000583664256176064	0.0274853097678401	0.358714631611641	0.75707484207257
"208"	"YOR121C"	"YGL184C"	0.557894736842105	0.000583664256176064	0.0274853097678401	0.404034809521993	0.711754664162218
"364"	"PRY2"	"MES1"	0.557894736842105	0.000583664256176064	0.0274853097678401	0.365301654320965	0.750487819363246
"567"	"PCL10"	"YPL066W"	0.557894736842105	0.000583664256176064	0.0274853097678401	0.330862666004329	0.784926807679881
"656"	"YDR010C"	"ERO1"	0.557894736842105	0.000583664256176064	0.0274853097678401	0.373516449689181	0.742273023995029
"664"	"YDR010C"	"MES1"	0.557894736842105	0.000583664256176064	0.0274853097678401	0.392710767664028	0.723078706020182
"702"	"MET14"	"YGL184C"	0.557894736842105	0.000583664256176064	0.0274853097678401	0.341334243684729	0.774455229999481
"704"	"MET14"	"YJL060W"	0.557894736842105	0.000583664256176064	0.0274853097678401	0.386575622960662	0.729213850723549
"729"	"MET14"	"MES1"	0.557894736842105	0.000583664256176064	0.0274853097678401	0.333147515201794	0.782641958482417
"843"	"YPL066W"	"YMR316W"	0.557894736842105	0.000583664256176064	0.0274853097678401	0.30607256137267	0.80971691231154
"874"	"YGL184C"	"MES1"	0.557894736842105	0.000583664256176064	0.0274853097678401	0.337788356817945	0.778001116866266
"943"	"EPT1"	"CHS1"	0.557894736842105	0.000583664256176064	0.0274853097678401	0.325248696528686	0.790540777155524
"945"	"EPT1"	"YMR316W"	0.557894736842105	0.000583664256176064	0.0274853097678401	0.419953578217758	0.695835895466452
"977"	"YPS1"	"MLF3"	0.557894736842105	0.000583664256176064	0.0274853097678401	0.354864971412518	0.760924502271692
"1017"	"YMR102C"	"YLL023C"	0.557894736842105	0.000583664256176064	0.0274853097678401	0.344939164325696	0.770850309358514
"96"	"GAL10"	"SER33"	0.554091638503641	0.000653344376521314	0.0298704985274390	0.410686024733822	0.694577133160915
"275"	"CRH1"	"YMR316W"	0.554091638503641	0.000653344376521314	0.0298704985274390	0.335272340244381	0.769990817650356
"368"	"EXG1"	"MCM1"	0.554091638503641	0.000653344376521314	0.0298704985274390	0.370122136253098	0.735141021641639
"846"	"YPL066W"	"SER33"	0.554091638503641	0.000653344376521314	0.0298704985274390	0.343131616895984	0.762131540998752
"930"	"EPT1"	"SVS1"	0.554091638503641	0.000653344376521314	0.0298704985274390	0.334088305368731	0.771174852526006
"1091"	"SRL3"	"YIL117C"	0.554091638503641	0.000653344376521314	0.0298704985274390	0.356491490128634	0.748771667766103
"315"	"YKR012C"	"KTR2"	0.550272252681951	0.000730780414496701	0.0311258899261458	0.316066604134284	0.77867023797098
"863"	"YGL184C"	"YJL108C"	0.550272252681951	0.000730780414496701	0.0311258899261458	0.365396881186642	0.729339960918622
"1177"	"SLT2"	"HCR1"	0.550272252681951	0.000730780414496701	0.0311258899261458	0.325752811480860	0.768984030624404
"80"	"GAL10"	"MLF3"	0.547368421052632	0.000740290645818265	0.0311258899261458	0.334665458969514	0.760071383135749
"196"	"YOR121C"	"SSU1"	0.547368421052632	0.000740290645818265	0.0311258899261458	0.398987222387448	0.695749619717815
"561"	"PCL10"	"YDR010C"	0.547368421052632	0.000740290645818265	0.0311258899261458	0.357757445383273	0.73697939672199
"722"	"MET14"	"KTR2"	0.547368421052632	0.000740290645818265	0.0311258899261458	0.278889396771364	0.815847445333899
"782"	"YEL057C"	"ERO1"	0.547368421052632	0.000740290645818265	0.0311258899261458	0.355054693908323	0.73968214819694
"845"	"YPL066W"	"SER3"	0.547368421052632	0.000740290645818265	0.0311258899261458	0.404299875290321	0.690436966814942
"857"	"YGL184C"	"MLF3"	0.547368421052632	0.000740290645818265	0.0311258899261458	0.347165243481235	0.747571598624029
"931"	"EPT1"	"YLL023C"	0.547368421052632	0.000740290645818265	0.0311258899261458	0.361885400903855	0.732851441201409
"967"	"BAG7"	"YPL088W"	0.547368421052632	0.000740290645818265	0.0311258899261458	0.327506435387804	0.76723040671746
"986"	"YPS1"	"ERO1"	0.547368421052632	0.000740290645818265	0.0311258899261458	0.361885400903855	0.732851441201409
"1007"	"YPS3"	"ERO1"	0.547368421052632	0.000740290645818265	0.0311258899261458	0.307306927420006	0.787429914685257
"1010"	"YPS3"	"YPL088W"	0.547368421052632	0.000740290645818265	0.0311258899261458	0.361885400903855	0.732851441201409
"1081"	"MLF3"	"ERO1"	0.547368421052632	0.000740290645818265	0.0311258899261458	0.366107340197592	0.728629501907671
"1084"	"MLF3"	"YPL088W"	0.547368421052632	0.000740290645818265	0.0311258899261458	0.333455649447342	0.761281192657922
"1211"	"YPL088W"	"YMR316W"	0.547368421052632	0.000740290645818265	0.0311258899261458	0.329866593045069	0.764870249060194
"143"	"GAL1"	"SER33"	0.543537512055952	0.000827222877174627	0.0332946315309528	0.351045248029469	0.73316527828632
"348"	"PRY2"	"SRL3"	0.543537512055952	0.000827222877174627	0.0332946315309528	0.324521879839465	0.759688646476325
